snapped_at,price,market_cap,total_volume,Yesterday_Price,Day_Change,Tomorrow Price
2019-02-07 00:00:00 UTC,3405.836861256719,59682137962.35292,4211212356.014064,3469.894677079264,-64.05781582254485,3394.0146529587223
2019-02-08 00:00:00 UTC,3394.0146529587223,59482397752.99235,3297274818.3709226,3405.836861256719,-11.822208297996896,3664.282102658984
2019-02-09 00:00:00 UTC,3664.282102658984,64226481382.1611,6293135761.36397,3394.0146529587223,270.2674497002617,3667.4082642899566
2019-02-10 00:00:00 UTC,3667.4082642899566,64286029202.05369,4883557856.511256,3664.282102658984,3.126161630972547,3675.6916291247258
2019-02-11 00:00:00 UTC,3675.6916291247258,64439836442.25577,5081021129.885805,3667.4082642899566,8.283364834769145,3631.444539729949
2019-02-12 00:00:00 UTC,3631.444539729949,63670312531.29947,5446022475.782068,3675.6916291247258,-44.247089394776594,3633.9650467461183
2019-02-13 00:00:00 UTC,3633.9650467461183,63712841387.27635,5532706261.952275,3631.444539729949,2.5205070161691765,3610.062273063402
2019-02-14 00:00:00 UTC,3610.062273063402,63267872020.65663,5635612273.288616,3633.9650467461183,-23.902773682716543,3589.661829626318
2019-02-15 00:00:00 UTC,3589.661829626318,62991824523.89914,11971659893.345224,3610.062273063402,-20.400443437083595,3601.2291913968643
2019-02-16 00:00:00 UTC,3601.2291913968643,63165603231.85129,4506367416.966915,3589.661829626318,11.567361770546086,3622.591653075072
2019-02-17 00:00:00 UTC,3622.591653075072,63547140519.07759,4019925054.643214,3601.2291913968643,21.36246167820764,3665.075530800723
2019-02-18 00:00:00 UTC,3665.075530800723,64383522064.40136,4945386865.287532,3622.591653075072,42.48387772565093,3886.5202004751386
2019-02-19 00:00:00 UTC,3886.5202004751386,68147457622.522125,9588927258.746944,3665.075530800723,221.44466967441576,3915.0099712770552
2019-02-20 00:00:00 UTC,3915.0099712770552,68719418872.04398,5969708630.056735,3886.5202004751386,28.48977080191662,3976.808906528991
2019-02-21 00:00:00 UTC,3976.808906528991,69790459105.50142,6377580055.125392,3915.0099712770552,61.79893525193575,3934.813593894817
2019-02-22 00:00:00 UTC,3934.813593894817,69059468752.51183,6838246918.228343,3976.808906528991,-41.99531263417384,3973.641322774636
2019-02-23 00:00:00 UTC,3973.641322774636,69748877117.19371,5999302845.797907,3934.813593894817,38.827728879819006,4115.337926787664
2019-02-24 00:00:00 UTC,4115.337926787664,72266544791.73584,8493566414.707253,3973.641322774636,141.69660401302826,3742.868946700387
2019-02-25 00:00:00 UTC,3742.868946700387,66108588220.39571,11112465191.137722,4115.337926787664,-372.4689800872775,3824.683504217102
2019-02-26 00:00:00 UTC,3824.683504217102,67154603799.94677,9049456993.516651,3742.868946700387,81.81455751671501,3809.209774682024
2019-02-27 00:00:00 UTC,3809.209774682024,66890485485.37128,2992667601.164757,3824.683504217102,-15.473729535077837,3813.377891881294
2019-02-28 00:00:00 UTC,3813.377891881294,67155912259.18905,7731184275.97685,3809.209774682024,4.16811719927,3815.607607524984
2019-03-01 00:00:00 UTC,3815.607607524984,67016664287.2375,7627783000.608827,3813.377891881294,2.229715643689815,3815.753939922755
2019-03-02 00:00:00 UTC,3815.753939922755,67085713233.78275,5524886886.074838,3815.607607524984,0.1463323977709478,3819.645730582585
2019-03-03 00:00:00 UTC,3819.645730582585,67101767698.9016,3291046239.4080496,3815.753939922755,3.891790659830349,3806.954273797957
2019-03-04 00:00:00 UTC,3806.954273797957,66885712070.35212,6749676086.649796,3819.645730582585,-12.691456784628372,3712.812457297799
2019-03-05 00:00:00 UTC,3712.812457297799,65238057881.55198,3608196680.951456,3806.954273797957,-94.1418165001578,3852.461665785486
2019-03-06 00:00:00 UTC,3852.461665785486,67733767403.2078,9088065055.193892,3712.812457297799,139.6492084876868,3860.510762380684
2019-03-07 00:00:00 UTC,3860.510762380684,67888909504.19791,8477459044.147217,3852.461665785486,8.04909659519808,3871.637247965991
2019-03-08 00:00:00 UTC,3871.637247965991,68020879276.31612,6098011809.539175,3860.510762380684,11.12648558530691,3861.879307396147
2019-03-09 00:00:00 UTC,3861.879307396147,67914021946.078575,9387592412.254822,3871.637247965991,-9.757940569843868,3941.600873271771
2019-03-10 00:00:00 UTC,3941.600873271771,69292799411.19722,8968209821.64562,3861.879307396147,79.72156587562404,3923.559788806432
2019-03-11 00:00:00 UTC,3923.559788806432,68962957216.01791,8576340543.966685,3941.600873271771,-18.041084465338827,3860.359230028712
2019-03-12 00:00:00 UTC,3860.359230028712,67983966610.10971,6459945402.485972,3923.559788806432,-63.20055877772029,3876.480852754649
2019-03-13 00:00:00 UTC,3876.480852754649,68203157396.32404,8326845840.668451,3860.359230028712,16.12162272593696,3865.817782663389
2019-03-14 00:00:00 UTC,3865.817782663389,67968370343.91208,7240802846.749305,3876.480852754649,-10.66307009125967,3876.6987080329527
2019-03-15 00:00:00 UTC,3876.6987080329527,68177693410.06057,8610482287.345255,3865.817782663389,10.880925369563556,3925.460579704576
